spark,sorting,1,1,1548598777643,1548598787722,10079
spark,sorting,1,2,1548598787750,1548598797847,10097
spark,sorting,1,3,1548598799857,1548598809920,10063
spark,sorting,1,4,1548598811931,1548598822006,10075
spark,sorting,1,5,1548598824015,1548598834081,10066
spark,sorting,1,6,1548598836090,1548598846164,10074
spark,sorting,1,7,1548598848180,1548598858246,10066
spark,sorting,1,8,1548598860259,1548598870335,10076
spark,sorting,1,9,1548598872342,1548598882420,10078
spark,sorting,1,10,1548598884426,1548598894495,10069
spark,sorting,5,1,1548602335391,1548602345485,10094
spark,sorting,5,2,1548602347500,1548602357573,10073
spark,sorting,5,3,1548602359583,1548602369674,10091
spark,sorting,5,4,1548602371684,1548602381743,10059
spark,sorting,5,5,1548602383756,1548602393816,10060
spark,sorting,5,6,1548602395824,1548602405913,10089
spark,sorting,5,7,1548602407932,1548602417994,10062
spark,sorting,5,8,1548602420009,1548602430074,10065
spark,sorting,5,9,1548602432082,1548602444155,12073
spark,sorting,5,10,1548602446162,1548602456214,10052
spark,sorting,10,1,1548608266453,1548608278726,12273
spark,sorting,10,2,1548608278790,1548608288919,10129
spark,sorting,10,3,1548608290931,1548608301114,10183
spark,sorting,10,4,1548608303130,1548608313192,10062
spark,sorting,10,5,1548608315209,1548608325271,10062
spark,sorting,10,6,1548608327279,1548608337383,10104
spark,sorting,10,7,1548608337414,1548608347502,10088
spark,sorting,10,8,1548608349511,1548608359588,10077
spark,sorting,10,9,1548608361597,1548608371762,10165
spark,sorting,10,10,1548608371805,1548608381881,10076
spark,aggregate,1,1,1548599276649,1548599326740,50091
spark,aggregate,1,2,1548599326764,1548599376851,50087
spark,aggregate,1,3,1548599378858,1548599426934,48076
spark,aggregate,1,4,1548599428941,1548599477024,48083
spark,aggregate,1,5,1548599479035,1548599531140,52105
spark,aggregate,1,6,1548599533147,1548599581222,48075
spark,aggregate,1,7,1548599581241,1548599629310,48069
spark,aggregate,1,8,1548599631317,1548599679405,48088
spark,aggregate,1,9,1548599681411,1548599729466,48055
spark,aggregate,1,10,1548599731473,1548599779541,48068
spark,aggregate,5,1,1548602893240,1548603085363,192123
spark,aggregate,5,2,1548603087377,1548603283454,196077
spark,aggregate,5,3,1548603285461,1548603479538,194077
spark,aggregate,5,4,1548603481547,1548603675627,194080
spark,aggregate,5,5,1548603677637,1548603873709,196072
spark,aggregate,5,6,1548603875714,1548604065798,190084
spark,aggregate,5,7,1548604067808,1548604253887,186079
spark,aggregate,5,8,1548604255891,1548604447970,192079
spark,aggregate,5,9,1548604449985,1548604644045,194060
spark,aggregate,5,10,1548604646054,1548604834120,188066
spark,aggregate,10,1,1548608874762,1548609248877,374115
spark,aggregate,10,2,1548609250883,1548609620970,370087
spark,aggregate,10,3,1548609622976,1548609991074,368098
spark,aggregate,10,4,1548609993084,1548610357282,364198
spark,aggregate,10,5,1548610357321,1548610719405,362084
spark,aggregate,10,6,1548610721410,1548611097504,376094
spark,aggregate,10,7,1548611097516,1548611477598,380082
spark,aggregate,10,8,1548611479604,1548611847674,368070
spark,aggregate,10,9,1548611849684,1548612229756,380072
spark,aggregate,10,10,1548612231761,1548612611846,380085
spark,groupby,1,1,1548606649024,1548606661214,12190
spark,groupby,1,2,1548606663224,1548606675334,12110
spark,groupby,1,3,1548606677342,1548606689402,12060
spark,groupby,1,4,1548606691427,1548606703494,12067
spark,groupby,1,5,1548606705508,1548606717572,12064
spark,groupby,1,6,1548606719579,1548606731655,12076
spark,groupby,1,7,1548606731674,1548606743749,12075
spark,groupby,1,8,1548606745759,1548606757826,12067
spark,groupby,1,9,1548606759834,1548606771897,12063
spark,groupby,1,10,1548606773905,1548606785972,12067
spark,groupby,5,1,1548607373815,1548607385893,12078
spark,groupby,5,2,1548607385915,1548607400006,14091
spark,groupby,5,3,1548607402014,1548607414073,12059
spark,groupby,5,4,1548607414099,1548607426169,12070
spark,groupby,5,5,1548607428181,1548607440254,12073
spark,groupby,5,6,1548607442263,1548607454333,12070
spark,groupby,5,7,1548607454359,1548607468435,14076
spark,groupby,5,8,1548607470443,1548607482507,12064
spark,groupby,5,9,1548607482528,1548607494606,12078
spark,groupby,5,10,1548607496613,1548607508665,12052
spark,groupby,10,1,1548613072370,1548613084445,12075
spark,groupby,10,2,1548613084468,1548613096548,12080
spark,groupby,10,3,1548613098556,1548613110628,12072
spark,groupby,10,4,1548613112636,1548613124712,12076
spark,groupby,10,5,1548613126728,1548613138785,12057
spark,groupby,10,6,1548613140792,1548613152861,12069
spark,groupby,10,7,1548613154871,1548613166936,12065
spark,groupby,10,8,1548613168948,1548613181011,12063
spark,groupby,10,9,1548613183020,1548613195087,12067
spark,groupby,10,10,1548613197093,1548613209157,12064